model,disease,fold_id,uf,date,horizon_weeks,origin_date,lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,observed_value,wis,dispersion,overprediction,underprediction,ae_median,coverage_50,coverage_80,coverage_90,coverage_95
xgb_quantile,dengue,1,AC,2022-10-09,16,2022-06-19,2.4441733002831096,6.273634343554954,12.396815854478337,26.522725256239497,54.884329072905025,117.79337363337204,276.03512208666956,452.3568994890895,637.2887937473089,31,22.06643022720159,22.06643022720159,0.0,0.0,23.884329072905025,True,True,True,True
xgb_quantile,dengue,1,AC,2022-10-16,17,2022-06-19,3.163403423204088,7.214489003773066,13.910126242893345,30.515097872474982,63.57032770538565,133.5010293869344,287.62787228240154,454.01675473903066,619.8563125638633,38,23.0357460778973,23.0357460778973,0.0,0.0,25.57032770538565,True,True,True,True
xgb_quantile,dengue,1,AC,2022-10-23,18,2022-06-19,3.554769643374044,7.73257674022794,14.835614138221151,32.412177176845695,67.80230726517405,145.7761618027276,318.97987352712994,500.0097796683137,674.9847871835178,43,25.01248584730139,25.01248584730139,0.0,0.0,24.80230726517405,True,True,True,True
xgb_quantile,dengue,1,AC,2022-10-30,19,2022-06-19,4.233352839006867,8.594555483999716,16.105802064617606,35.355343452571205,74.42497311069702,159.29277007042808,348.56165752663316,548.1896671641694,731.1763896133632,35,28.766911935989533,28.68794672430704,0.07896521168248999,0.0,39.424973110697024,False,True,True,True
xgb_quantile,dengue,1,AC,2022-11-06,20,2022-06-19,5.281567324264531,10.366303731929689,19.03370109821779,42.188995745100705,91.25212821584188,201.43052037002062,421.9449749894461,630.9787248403899,867.9326859359571,40,35.6696594264644,35.18321592755313,0.48644349891126776,0.0,51.25212821584188,False,True,True,True
xgb_quantile,dengue,1,AC,2022-11-13,21,2022-06-19,5.415108614738737,10.515922288863358,19.19645825475038,42.677405429998615,93.09276887022314,205.3196546408774,427.99643620520965,641.0240985650393,887.9726080002265,30,39.8563769469604,37.03917574029404,2.817201206666359,0.0,63.09276887022314,False,True,True,True
xgb_quantile,dengue,1,AC,2022-11-20,22,2022-06-19,5.494932342833407,10.717587646323445,19.632523159523632,43.914049287057175,96.7875968972963,216.474475344434,449.7263097056866,674.9446785794606,942.1819319837577,20,45.57463609829907,40.26040292339747,5.314233174901594,0.0,76.7875968972963,False,True,True,True
xgb_quantile,dengue,1,AC,2022-11-27,23,2022-06-19,6.27468376028308,11.79560852479912,21.250011502240557,47.70809835096312,105.72966190793818,233.8248929950713,492.8309322865822,754.665029334268,1038.7571209232187,30,47.15905600309784,43.223923036217144,3.935132966880693,0.0,75.72966190793818,False,True,True,True
xgb_quantile,dengue,1,AC,2022-12-04,24,2022-06-19,6.825943162894228,12.513379243219545,22.30528492880258,49.8640644289836,112.9027471893063,252.23616723368693,531.7371686215,808.111542445925,1100.1289824733165,12,59.50728897977784,48.688904846221014,10.818384133556828,0.0,100.9027471893063,False,False,False,True
xgb_quantile,dengue,1,AC,2022-12-11,25,2022-06-19,7.0241835655112475,12.782618914741134,22.877250594489286,51.689898469174125,119.39304901790992,264.20136809026616,570.4630135827559,876.5388949785629,1163.963162992464,12,63.34311655118313,51.93205700042657,11.411059550756566,0.0,107.39304901790992,False,False,False,True
